Fecha,Diff_BoxCox_Max,Diff_BoxCox_Min
2025-08-15,-12849.894132804126,0.0
2025-08-16,12849.894132804126,10932.10380230812
2025-08-17,-134200.48349656293,-24851.671101313637
2025-08-18,121350.5893637588,-19527.482568438863
2025-08-19,192437.15009685,26394.89695931773
2025-08-20,14814.019857739564,-6867.414390878868
2025-08-21,-58378.977136384,32380.707296905923
2025-08-22,-136022.29868540145,-7529.036195592285
2025-08-23,121789.60093346075,-21440.843870103126
2025-08-24,-14089.916353531182,10508.740067795006
2025-08-25,0.0,7240.310915256501
2025-08-26,57220.419883442344,3691.792887051619
2025-08-27,185928.29033664986,27220.64950006202
2025-08-28,-257096.85648434912,-30912.44238711364
2025-08-29,-93751.53831567266,-27845.938587521145
2025-08-30,66276.53162778623,6686.060373259126
2025-08-31,-141402.40660751786,-28707.154268639104
2025-09-01,127873.54436083173,28707.154268639104
2025-09-02,54952.01519882947,-3365.489272347273
2025-09-03,-68343.11101180047,6776.316503557784
2025-09-04,-114482.44854786072,0.0
2025-09-05,24519.553386620828,6959.358401925681
2025-09-06,-139585.04842718935,-23564.30194704508
2025-09-07,33230.988023907994,-12495.322807468881
2025-09-08,11318.74336092372,6161.956552938907
2025-09-09,-87199.5967925638,0.0
2025-09-10,207274.30222893064,12841.422195179737
2025-09-11,51669.18684571609,3320.571100911853
2025-09-12,-227131.92823475902,-6596.641638024565
2025-09-13,-21324.03009180166,-24655.939477705804
2025-09-14,-20859.93538978044,5910.916119438538
2025-09-15,-20402.997076178086,0.0
2025-09-16,-188389.71449384437,28707.154268639104
2025-09-17,57775.346104281896,-28707.154268639104
2025-09-18,140759.19439683785,-2976.0770036849135
2025-09-19,119271.3276420664,24997.17089906489
2025-09-20,35067.246030816226,-15943.623041100916
2025-09-21,-11813.980514271185,9435.567100451153
2025-09-22,-201724.19022695476,-3188.313525163714
2025-09-23,90317.70352702646,6420.298928700766
2025-09-24,159423.10631210147,3276.0705371127115
2025-09-25,50080.70423504058,-9696.369465813477
2025-09-26,12849.894132804126,13016.94056672533
2025-09-27,26102.253646614496,-25341.66499629183
2025-09-28,0.0,25341.66499629183
2025-09-29,-76708.5752397253,17285.05657135279
2025-09-30,25039.388394009206,-33447.04986744438
2025-10-01,78314.6025802017,-15090.587819638778
2025-10-02,-306219.48051972943,11988.3869737176
2025-10-03,178345.9361588977,-14882.386299091973
2025-10-04,-178345.9361588977,-2853.5554769028968
2025-10-05,142524.59315861145,5747.554802277271
2025-10-06,0.0,31252.58111573037
2025-10-07,-46013.16401637427,-28317.741999976744
2025-10-08,-33230.988023907994,21721.10036195218
2025-10-09,-186640.21370178473,-24655.939477705804
2025-10-10,-113582.35532093194,8928.631266699871
2025-10-11,131390.41378880147,-41072.900047158764
2025-10-12,55943.404978070175,-16299.094338848648
2025-10-13,112888.75025584502,18769.515660603458
2025-10-14,-42649.86540773208,18338.940243883902
2025-10-15,-79830.17277894041,17245.82333425872
2025-10-16,90317.70352702646,-27952.384721480194
2025-10-17,-20859.93538978044,-14935.322934430806
2025-10-18,-50166.22960806789,14935.322934430806
2025-10-19,71026.16499784833,10706.561387221474
2025-10-20,76712.06604447775,14269.746330573806
2025-10-21,-167029.7695715042,-5828.8384411279985
2025-10-22,49054.771061067935,-11175.485952824558
2025-10-23,51866.485881457455,-18074.78350225996
2025-10-24,-91329.96901169792,15379.087026923808
2025-10-25,102050.44568800065,16765.181753535086
2025-10-26,90082.45660812664,18235.64054900504
2025-10-27,-142524.59315861145,-3145.05272936626
2025-10-28,96511.42914223718,-20838.14262191605
2025-10-29,-237270.62353907502,-8321.930475921661
2025-10-30,-88686.26953196496,-42938.64469972545
2025-10-31,15269.03095577209,-24382.13214655842
2025-11-01,-15269.03095577209,-14070.79995550157
